#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0

1569321313.74 2321019 11.983 483577.901 218750 0 2 1 6.962 2466748 10.000 0.605 49704960.000 342388736.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321313.84 2321019 11.983 483577.901 218750 0 2 1 6.962 2466748 10.000 0.607 49848320.000 342532096.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321313.94 2321019 11.983 483577.901 218750 0 2 1 6.962 2466748 10.000 0.609 50003968.000 342675456.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.04 2321019 11.983 483577.901 218750 0 2 1 6.962 2466748 10.000 0.610 50147328.000 342818816.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.14 2321019 11.983 483577.901 218750 0 2 1 6.962 2466748 10.000 0.612 50290688.000 342962176.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.24 2287312 11.883 483577.901 218750 0 2 1 6.962 2466748 10.000 0.614 50434048.000 343105536.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.35 2283578 11.783 483577.901 218750 0 2 1 6.962 2466748 18.182 0.616 50577408.000 343248896.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.45 2277797 11.683 483577.901 218750 0 2 1 6.962 2466748 10.000 0.618 50737152.000 343392256.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.55 2265589 11.583 483577.901 218750 0 2 1 6.962 2466748 10.000 0.619 50880512.000 343535616.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.65 2257123 11.500 483577.901 218750 0 2 1 6.962 2466748 10.000 0.621 51023872.000 343678976.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.75 2211772 11.383 483577.901 218750 0 2 1 6.962 2466748 10.000 0.623 51167232.000 343822336.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.86 2205597 11.300 483577.901 218750 0 2 1 6.962 2466748 9.091 0.623 51310592.000 343822336.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321314.96 2191159 11.167 483577.901 218750 0 2 1 6.962 2466748 0.000 0.623 51322880.000 343822336.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321315.06 2180104 11.067 483577.901 218750 0 2 1 6.962 2466748 0.000 0.623 51322880.000 343822336.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321315.16 2170045 10.983 483577.901 218750 0 2 1 6.962 2466748 10.000 0.625 51322880.000 344023040.000 1569321313.509 1569321313.377 327 0 218750 406250 781250
1569321315.26 2122190 10.867 483577.901 218750 0 2 1 6.962 2466748 30.000 0.628 51499008.000 344301568.000 1569321313.509 1569321313.377 327 0 218750 406250 781250

1569321315.36 2853692 14.767 442095.953 218750 0 2 1 6.962 3267440 50.000 0.619 50876416.000 342118400.000 1569321315.324 1569321315.320 124 1 218750 406250 781250
1569321315.47 2842191 14.650 442095.953 218750 0 2 1 6.962 3267440 0.000 0.619 51023872.000 342118400.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321315.57 2829296 14.567 442095.953 218750 0 2 1 6.962 3267440 18.182 0.621 51023872.000 342388736.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321315.67 2810705 14.467 442095.953 218750 0 2 1 6.962 3267440 10.000 0.624 51191808.000 342675456.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321315.77 2753834 14.367 442095.953 218750 0 2 1 6.962 3267440 20.000 0.627 51449856.000 342818816.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321315.87 2743944 14.250 442095.953 218750 0 2 1 6.962 3267440 10.000 0.631 51699712.000 343105536.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321315.97 2722170 14.117 442095.953 218750 0 2 1 6.962 3267440 18.182 0.634 51957760.000 343392256.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321316.08 2706860 14.017 442095.953 218750 0 2 1 6.962 3267440 20.000 0.637 52219904.000 343678976.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321316.18 2638494 13.900 442095.953 218750 0 2 1 6.962 3267440 20.000 0.639 52469760.000 343822336.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321316.28 2630951 13.800 442095.953 218750 0 2 1 6.962 3267440 10.000 0.643 52891648.000 344125440.000 1569321315.454 1569321315.320 124 1 218750 406250 781250
1569321316.38 2621384 13.717 442095.953 218750 0 2 1 6.962 3267440 20.000 0.646 52977664.000 344412160.000 1569321315.454 1569321315.320 124 1 218750 406250 781250

1569321316.48 3363188 17.633 845804.554 218750 0 2 1 6.962 4069448 40.000 0.632 52101120.000 342118400.000 1569321316.409 1569321316.402 124 1 218750 406250 781250
1569321316.59 3347227 17.533 845804.554 218750 0 2 1 6.962 4069448 10.000 0.633 52101120.000 342253568.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321316.69 3279383 17.433 845804.554 218750 0 2 1 6.962 4069448 9.091 0.635 52117504.000 342392832.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321316.79 3272492 17.333 845804.554 218750 0 2 1 6.962 4069448 20.000 0.639 52350976.000 342679552.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321316.89 3259746 17.233 845804.554 218750 0 2 1 6.962 4069448 10.000 0.642 52613120.000 342966272.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321316.99 3245485 17.133 845804.554 218750 0 2 1 6.962 4069448 20.000 0.645 52858880.000 343252992.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321317.10 3232990 17.033 845804.554 218750 0 2 1 6.962 4069448 18.182 0.648 53121024.000 343396352.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321317.20 3164958 16.933 845804.554 218750 0 2 1 6.962 4069448 20.000 0.651 53379072.000 343683072.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321317.30 3156737 16.833 845804.554 218750 0 2 1 6.962 4069448 10.000 0.652 53628928.000 343826432.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321317.40 3147141 16.733 845804.554 218750 0 2 1 6.962 4069448 20.000 0.657 53997568.000 344158208.000 1569321316.541 1569321316.402 124 1 218750 406250 781250
1569321317.51 3885752 20.617 845700.197 218750 0 2 1 6.962 4868260 36.364 0.649 53452800.000 342118400.000 1569321317.492 1569321317.486 128 1 218750 406250 781250

1569321317.61 3872545 20.517 845700.197 218750 0 2 1 6.962 4868260 10.000 0.649 53452800.000 342118400.000 1569321317.492 1569321317.486 128 1 218750 406250 781250
1569321317.71 3805610 20.417 845700.197 218750 0 2 1 6.962 4868260 10.000 0.650 53452800.000 342253568.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
1569321317.81 3800437 20.317 845700.197 218750 0 2 1 6.962 4868260 10.000 0.653 53567488.000 342532096.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
1569321317.91 3789776 20.217 845700.197 218750 0 2 1 6.962 4868260 18.182 0.656 53813248.000 342818816.000 1569321317.621 1569321317.486 128 1 218750 406250 781250
