#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0 q3,visible=0

1569334761.80 410987 26.426 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334761.91 410474 26.360 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.01 409263 26.226 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.11 408728 26.160 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.22 407426 26.026 99113.343 25000 0 3 1 6.955 776816 9.091 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.32 397852 25.893 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.43 396651 25.826 99113.343 25000 0 3 1 6.955 776816 20.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.53 395470 25.692 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.64 394970 25.626 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.74 393607 25.492 99113.343 25000 0 3 1 6.955 776816 9.091 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.84 392992 25.425 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334762.94 391966 25.292 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334763.05 391267 25.225 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334763.15 390117 25.092 99113.343 25000 0 3 1 6.955 776816 20.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334763.26 389563 25.025 99113.343 25000 0 3 1 6.955 776816 0.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334763.36 385942 24.892 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334763.47 384124 24.758 99113.343 25000 0 3 1 6.955 776816 10.000 0.579 47730688.000 651677696.000 1569334760.880 1569334760.876 0 0 25000 38888 60555 92222
1569334763.57 541472 34.701 100334.486 25000 0 3 1 6.955 1039828 18.182 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334763.67 540153 34.568 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334763.77 539545 34.501 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334763.87 538330 34.368 100334.486 25000 0 3 1 6.955 1039828 9.091 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334763.98 537791 34.301 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.08 536533 34.168 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.19 535934 34.101 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.29 534697 33.967 100334.486 25000 0 3 1 6.955 1039828 9.091 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.39 524162 33.834 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.50 523574 33.767 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.60 522430 33.634 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.70 521765 33.567 100334.486 25000 0 3 1 6.955 1039828 20.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.81 520476 33.433 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334764.91 519949 33.367 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.01 518684 33.233 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.12 518110 33.166 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.22 516883 33.033 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.32 516324 32.966 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.43 511981 32.833 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.53 510361 32.699 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.63 509840 32.633 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.74 508392 32.499 100334.486 25000 0 3 1 6.955 1039828 9.091 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.84 507753 32.432 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334765.94 506658 32.299 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.04 505881 32.232 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.15 504705 32.099 100334.486 25000 0 3 1 6.955 1039828 10.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.25 504116 32.032 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.36 494164 31.899 100334.486 25000 0 3 1 6.955 1039828 18.182 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
1569334766.46 492342 31.765 100334.486 25000 0 3 1 6.955 1039828 0.000 0.586 48271360.000 651677696.000 1569334763.503 1569334763.501 0 0 25000 38888 60555 92222
